srcip,dstip,srcport,dstport,proto,td,pkt,byt,label,ts
1062675439,1062706169,33582,35600,UDP,0.8602201845881434,6.941992309145652,404.85433832106855,0.0,1489536076551000.0
3232287757,4294966783,51549,12174,UDP,0.477206351501789,3.787135483341059,325.6163813706516,0.0,1489536281754452.2
3232287759,4038786559,33057,51532,UDP,0.3624659086307265,3.573442342695348,468.98336811464577,0.0,1489536418789711.8
3232291856,3232286729,51466,59964,TCP,0.0101743088520416,1.60662711652709,85.43556389661094,1.0,1489536687097776.2
3232291856,3232286725,51357,34178,TCP,0.0147692839119505,1.5290731260246213,77.63237054123213,1.0,1489536791793810.8
3232291856,3232286729,51357,51526,TCP,0.0107447305827825,1.4940382493505089,74.94530786580222,1.0,1489536840703392.2
3232291856,3232286725,80,59401,TCP,0.012550654385528,1.6485776739569524,85.49976336061778,1.0,1489536859864227.5
3232291856,3232286725,80,36569,TCP,0.012940005090646,1.557186888858363,79.38062930054821,1.0,1489536866632663.0
3232291856,3232286725,51357,1068,TCP,0.0125871421684169,1.5552654353686446,77.43143087860511,1.0,1489536932929311.0
3232291856,3232286733,25,60058,TCP,0.0183801719479159,1.4910220313986309,71.77583474707357,1.0,1489536941623646.8
3232291856,3232286725,51357,60079,TCP,0.0121432540274415,1.5771881919456483,77.68809430313797,1.0,1489536963568563.8
3232285709,4294966783,2525,19780,UDP,0.374949475078862,4.141810544847501,219.76801555864284,0.0,1489537018559696.0
3232291856,3232286724,51358,55944,TCP,0.0137772751590635,1.5475075741390358,75.86084355217693,1.0,1489537052481837.2
3232291856,3232286721,51357,59401,TCP,0.0115940658092829,1.6510232958098177,87.9860079648506,1.0,1489537081987393.0
3232291856,3232286729,993,7106,TCP,0.0125956172100479,1.6236646512405124,78.46361664500394,1.0,1489537133708108.2
3232291856,3232286729,51357,59562,TCP,0.0117427937188143,1.490343161575686,74.99855632569677,1.0,1489537202759356.5
3232285709,3232292351,55708,5100,UDP,0.2178604796422834,4.17992798647783,446.0459204581177,0.0,1489537209798492.8
3232291856,3232286725,51473,7106,TCP,0.0135307041418452,1.8147743706964337,93.12055281863547,1.0,1489537259406971.8
3232291856,3232286729,51357,51385,TCP,0.0167489820073547,1.55861744440421,74.63854837141864,1.0,1489537273775752.8
3232287757,4294966783,8001,79,UDP,0.4187594799866265,5.449420482234046,317.7377434499682,0.0,1489537285360772.5
3232291856,3232286729,993,60714,TCP,0.0208931302025602,1.4731943506748768,69.95290635857071,1.0,1489537286894193.2
3232291856,3232286729,51357,59577,TCP,0.0141237124988364,1.5370670447055372,74.46341666519046,1.0,1489537338640126.0
3232291856,3232286729,51358,34875,TCP,0.0133215991669668,1.4978371531129768,74.6068634750047,1.0,1489537348979757.5
3232291856,3232286725,51357,55628,TCP,0.0126046056035317,1.6024022168195304,79.38185194205681,1.0,1489537360921034.8
3232291856,3232286729,51357,9010,TCP,0.0131055855300423,1.511679997559885,72.78657186528685,1.0,1489537362626761.2
3232291856,3232286729,80,37029,TCP,0.0121158454534427,1.5910099818137602,80.14303361064161,1.0,1489537406797841.8
3232261125,3232292095,58655,12174,UDP,0.4459048480311233,8.003504805546385,667.6572808799278,0.0,1489537450951865.8
3232291856,3232286725,51357,2068,TCP,0.0106897988034427,1.6143859457332363,86.07242659536665,1.0,1489537471066985.2
3232291856,3232286729,51358,51526,TCP,0.0134143583771987,1.662715793034482,82.45861414459665,1.0,1489537476104385.0
